https://cdnssl.clicktale.net/	United States,Netherlands
https://ws.sharethis.com/	Netherlands,United States
https://c.evidon.com/	Europe,United States
http://assets.adobedtm.com/	United States,Taiwan
https://farm2.staticflickr.com/	United States,Singapore
https://www.summerhamster.com/	United States,Germany
https://www.defense.gov/	United States,Netherlands
https://data.de.coremetrics.com/	Germany,France
http://www.enecho.meti.go.jp/	United States,Taiwan
https://geolocation.onetrust.com/	United States,Singapore
http://api.dmcdn.net/	United States,Japan
https://ma80-r.analytics.edgekey.net/	United States,Taiwan
http://www.assemblee-nationale.fr/	Portugal,Germany
https://media.defense.gov/	United States,Netherlands
https://a248.e.akamai.net/	Europe,United States
https://s236.mxcdn.net/	United States,Taiwan
https://rcavstaticplayer.akamaized.net/	United States,Taiwan
https://adx.4strokemedia.com/	Ireland,United States
https://s62.mxcdn.net/	United States,Taiwan
https://sync.search.spotxchange.com/	United States,Singapore
https://js.adscale.de/	United States,Taiwan
https://munchkin.marketo.net/	United States,Netherlands
https://ups.xplosion.de/	Ireland,United States
https://zn56jl522ec1a1wzf-medicare.gov1.siteintercept.qualtrics.com/	United States,Netherlands
https://services.radio-canada.ca/	United States,Taiwan
http://www.interno.gov.it/	United States,Taiwan
https://newsletters.francetv.fr/	United States,Taiwan
https://a.rfihub.com/	United States,Hong Kong
https://s240.mxcdn.net/	United States,Taiwan
http://m.addthisedge.com/	United States,Taiwan
https://amplify.outbrain.com/	United States,Taiwan
https://www.mint.ca/	United States,Taiwan
https://dpm.demdex.net/	United States,Japan,Singapore
http://b.scorecardresearch.com/	United States,Taiwan
https://staticftv-a.akamaihd.net/	United States,Taiwan
:///	United States,Canada,France,Netherlands,Germany,Singapore,Europe,Philippines,Taiwan,China,United Kingdom
http://cache.media.education.gouv.fr/	United States,Philippines
https://iqdigital.demdex.net/	United States,Japan
https://secure.quantserve.com/	United States,Japan
https://www.usembassy.gov/	United States,Netherlands
https://www.data.jma.go.jp/	Netherlands,United States
http://tags.tiqcdn.com/	United States,Netherlands
https://images.outbrainimg.com/	United States,Taiwan
https://fastlane.rubiconproject.com/	United States,Hong Kong
http://f1.eu.readspeaker.com/	United States,Taiwan
https://www.nhtsa.gov/	United States,Netherlands
http://t.sharethis.com/	Netherlands,United States
https://content.govdelivery.com/	United States,Netherlands
https://httpsak-a.akamaihd.net/	United States,Taiwan
https://static.studentloans.gov/	United States,Netherlands
https://pixel.rubiconproject.com/	United States,Hong Kong
https://forecast.weather.gov/	Europe,Taiwan
http://widgets.getsitecontrol.com/	United States,Singapore
https://sourcepoint.sueddeutsche.de/	United States,Germany
https://ssl.ligatus.com/	United States,Taiwan
https://dsum-sec.casalemedia.com/	United States,Taiwan
https://widgets.outbrain.com/	United States,Taiwan
https://zne2jvm9sr8pqegvn-cemgsa.gov1.siteintercept.qualtrics.com/	United States,Netherlands
https://assets.adobedtm.com/	United States,Europe,Taiwan
https://bidder.criteo.com/	United States,Singapore
http://www.meti.go.jp/	United States,Taiwan
https://cdn-3.convertexperiments.com/	Netherlands,United States
https://cdn.m6r.eu/	United States,Taiwan
http://www.education.gouv.fr/	United States,Philippines
http://tiscali.js.ad.dotandad.com/	United States,Japan
https://aax.amazon-adsystem.com/	United States,Singapore
https://ads.stickyadstv.com/	United States,Europe
http://www.elysee.fr/	United States,Philippines
https://www.sec.gov/	United States,Taiwan
https://www.transportation.gov/	United States,Netherlands
https://js-sec.indexww.com/	United States,Taiwan
https://z.moatads.com/	United States,Europe
http://data.de.coremetrics.com/	United States,France
https://bcp.crwdcntrl.net/	United States,Singapore
https://p.typekit.net/	United States,Europe
https://players.brightcove.net/	United States,Europe,Taiwan
https://tmscdn.de.coremetrics.com/	Netherlands,United States
https://nexus.ensighten.com/	United States,Japan
https://d.adroll.com/	United States,Japan
http://media.etudiant.gouv.fr/	United States,Philippines
http://s290.mxcdn.net/	United States,Taiwan
https://sjs.bizographics.com/	Netherlands,United States
http://secure-it.imrworldwide.com/	United States,Ireland
https://www.jma.go.jp/	Netherlands,United States
http://www.jfa.maff.go.jp/	United States,Taiwan
https://platform-api.sharethis.com/	Netherlands,United States
https://gov1.siteintercept.qualtrics.com/	United States,Netherlands
https://as-sec.casalemedia.com/	United States,Europe,Taiwan
https://e.video-cdn.net/	Europe,United States
https://buttons-config.sharethis.com/	Netherlands,United States
https://platform.linkedin.com/	United States,Netherlands
https://sadmin.brightcove.com/	Netherlands,United States
https://c1.rfihub.net/	United States,Taiwan
https://ds-aksb-a.akamaihd.net/	United States,Taiwan
