https://www.cbc.ca,text/javascript,https://js-sec.indexww.com/ht/p/182851-247776411096411.js,Taiwan
https://www.cbc.ca,application/json;charset=utf-8,https://dpm.demdex.net/id?d_visid_ver=2.3.0&d_fieldgroup=MC&d_rtbd=json&d_ver=2&d_orgid=951720B3535680CB0A490D45%40AdobeOrg&d_nsid=0&ts=1555724993134,Japan
https://www.cbc.ca,application/javascript;charset=UTF-8,https://ad.crwdcntrl.net/5/c=10204/pe=y/callback=CBC.APP.DMP.LOTAME.audienceExtractionCallback,Singapore
https://www.cbc.ca,image/gif,https://dpm.demdex.net/ibs:dpid=411&dpuuid=XLp6wQAAEd7hzsFc,Japan
https://www.cbc.ca,application/x-javascript,https://scdn.cxense.com/cx.js,Netherlands
https://www.cbc.ca,application/x-javascript,https://z.moatads.com/cbc907UvMO43/moatcontent.js,Taiwan
https://www.cbc.ca,application/x-javascript,https://smetrics.cbc.ca/id?d_visid_ver=2.3.0&d_fieldgroup=A&mcorgid=951720B3535680CB0A490D45%40AdobeOrg&mid=90753780690325632694323523763526232653&ts=1555724993467,United States
https://www.cbc.ca,application/x-javascript,https://sb.scorecardresearch.com/beacon.js,United States
https://www.cbc.ca,image/gif,https://smetrics.cbc.ca/b/ss/cbc-production/1/JS-2.3.0/s89379795547112?AQB=1&ndh=1&pf=1&t=20%2F3%2F2019%209%3A49%3A54%206%20-480&mid=90753780690325632694323523763526232653&aamlh=11&ce=UTF-8&ns=cbcca&pageName=homepage%3Aindex&g=https%3A%2F%2Fwww.cbc.ca%2F&cc=CAD&ch=homepage&events=event2&aamb=6G1ynYcLPuiQxYZrsz_pkqfLG9yMXBpb2zX5dvJdYQJzPXImdj0y&h1=homepage&c4=index&v4=D%3Dc4&c9=0949%7C8&v9=D%3Dc9&c10=weekend%7Csaturday%7C0930&v10=D%3Dc10&v11=D%3DpageName&v12=D%3Dch&v14=https%3A%2F%2Fwww.cbc.ca%2F&c15=anonymous&v15=D%3Dc15&c35=feed%3Ahomepage%3Aindex&v35=D%3Dc35&c36=false&v36=D%3Dc36&c60=ocelot&v60=D%3Dc60&c61=10.12.6&v61=D%3Dc61&c62=mac%20os&v62=D%3Dc62&c63=web&v63=D%3Dc63&c64=2.36.1&v64=D%3Dc64&c66=cbcca-web&v66=D%3Dc66&c67=feed&v67=D%3Dc67&c68=false&v68=false&c70=true%3A2.36.1%3A2.36.1&v70=D%3Dc70&c71=VisitorAPI%20Present&c73=false&v73=D%3Dc73&c74=yes&c75=new&s=1280x800&c=24&j=1.6&v=N&k=Y&bw=800&bh=600&mcorgid=951720B3535680CB0A490D45%40AdobeOrg&AQE=1,United States
https://www.cbc.ca,application/json,"https://c.go-mpulse.net/api/config.json?key=PV5QJ-UM4B9-ECQUJ-YKUFG-EAKA2&d=www.cbc.ca&t=5185750&v=1.571.0&if=&sl=1&si=z83os0l9v2i-pq8l35&plugins=AK,ConfigOverride,Continuity,PageParams,IFrameDelay,AutoXHR,SPA,Angular,Backbone,Ember,History,RT,CrossDomain,BW,PaintTiming,NavigationTiming,ResourceTiming,Memory,CACHE_RELOAD,Errors,TPAnalytics,UserTiming,LOGN&acao=",United States
