https://www.gov.uk,image/png,https://www.jbic.go.jp/ja/top/image/footer_btn_top.png,Japan
https://www.gov.uk,text/css,https://assets.publishing.service.gov.uk/static/govuk-template-c0b8ba8b1652aacad298d74f24752260187f538b50c40c2484f7f333cbc3cf2b.css,United States
https://www.gov.uk,text/css,https://assets.publishing.service.gov.uk/frontend/application-7343b8eabdacb09a1743069d0b55e3bc9827918d948b87b9b5176d243d270b50.css,United States
https://www.gov.uk,text/css,https://assets.publishing.service.gov.uk/static/static-d1767851bcd4afe96afed1a446a50b66c36a45eb5a740fcc6c8e71bd100bdf4c.css,United States
https://www.gov.uk,text/css,https://assets.publishing.service.gov.uk/static/fonts-e9ec5a5f82e5c2a17927ce356e5a054cb28025ec1547ec5d00f5c98d2ec5e481.css,United States
https://www.gov.uk,image/png,https://assets.publishing.service.gov.uk/frontend/homepage/brexit-deal-explained-8a27b35aa619befebe428469ae87d13cdfd77cd3be71461caec512e7fd5cb360.png,United States
https://www.gov.uk,image/png,https://assets.publishing.service.gov.uk/static/gov.uk_logotype_crown_invert_trans-203e1db49d3eff430d7dc450ce723c1002542fe1d2bce661b6d8571f14c1043c.png,United States
https://www.gov.uk,application/x-javascript,https://assets.publishing.service.gov.uk/static/libs/jquery/jquery-1.12.4-c731c20e2995c576b0509d3bd776f7ab64a66b95363a3b5fae9864299ee594ed.js,United States
https://www.gov.uk,application/x-javascript,https://assets.publishing.service.gov.uk/static/application-4c3eee524638933bb1ddb554713ae0031aace3e77feacb96b8f39b5d8dbf9633.js,United States
https://www.gov.uk,application/x-javascript,https://assets.publishing.service.gov.uk/static/surveys-66892d1ed466d2a8f15f2dfccd5cc97cba7681e727203ac42e02b68f5b6b5e40.js,United States
https://www.gov.uk,application/x-javascript,https://assets.publishing.service.gov.uk/frontend/frontend-1ea6c31f23f2b25844a71b5dfe5b3961fe94385ec26e7e33417243a2e434b007.js,United States
https://www.gov.uk,image/jpeg,https://assets.publishing.service.gov.uk/frontend/homepage/uk-leaves-the-eu-92b29a269b646b733aa0cd9a12a8dcaa2176d5cee5b5f7d8a36d0d711b468867.jpg,United States
https://www.gov.uk,image/png,https://assets.publishing.service.gov.uk/frontend/homepage/grenfell-tower-support-06932b160e2a050a3c3cf663e03edcb389e4d20829442d51149f1783138c67f4.png,United States
https://www.gov.uk,text/css,https://assets.publishing.service.gov.uk/frontend/print-aab9ac0f4d374a1ba7de20c994d24fad6748b1b6391177e130dbfd64da2f28ba.css,United States
https://www.gov.uk,text/css,https://assets.publishing.service.gov.uk/static/govuk-template-print-1076519521c2fffbbf75ab3b0d3b32ee2d96ac7e9778f1cdfac1771eefd1a1c0.css,United States
https://www.gov.uk,text/css,https://assets.publishing.service.gov.uk/static/static-print-17255536627492caaf8fd08dbbf9cd1169bf0e32d73c202a7dc98a7a5fdc4daa.css,United States
